id,Lat_Dec,Lon_Dec,NO2uM,NO3uM,NH3uM,R_TEMP,R_Depth,R_Sal,R_DYNHT,R_Nuts,R_Oxy_micromol.Kg,,PO4uM,SiO3uM,TA1.x,Salinity1,Temperature_degC,DIC
579,32.42103,-119.96358,0.006,0,0.03,16.04,27,332.4,0.093,0.03,250.6261,,0.32,0.63,2239.42,33.523,16.04,2016.76
580,32.65117,-119.48417,0.01,29.7,0.08,8.23,232,156.5,0.517,0.08,94.84503,,2.22,38.37,2267.16,34.038,8.25,2216.94
581,31.4183,-121.9898,0.01,24,0.07,9.05,171,186.5,0.479,0.07,137.9608,,1.85,26.32,2243.7,33.804,9.07,2172.04
582,32.848333,-117.531667,0,0,0.06,15.19,20,322.4,0.066,0.06,258.0102,,0.34,2.3,2232.87,33.4162,15.19,2011.31
583,34.315,-120.798333,0,38.8,0,6.71,520,122.4,0.825,0,15.65643,,3.08,69.6,2310.16,34.2932,6.76,2303.707316
584,32.81672,-123.9064,0,40.36,0,5.57,520,115.7,1.043,0,24.14,,3.13,81.28,2308.79,34.176,5.61,2311.21
585,33.82217,-118.626,0,28,0,9.12,171,169.2,0.366,0,84.85027,,2.22,34.6,2262.42,34.056,9.14,2215.34
586,34.275,-120.02,0.03,31.8,0,8.53,171,152,0.296,0,49.16116,,2.59,45.5,2276.38,34.1478,8.55,2253.43
587,33.41733,-117.90578,0.008,27.08,0,9.93,232,169.2,0.522,0,58.1,,2.41,35.22,2277.66,34.243,9.96,2235.86
588,34.27822,-120.02078,0.045,27.45,0.02,9.18,100,172.1,0.203,0.02,92.68684,,2.23,33.75,2258.55,34.004,9.19,2211.55
589,32.41752,-119.96252,0.01,31.2,0,7.88,232,152.2,0.548,0,90.18603,,2.39,42.49,2265.33,34.041,7.91,2225.61
590,32.41777,-119.95838,0.021,40.18,0,5.79,517,115.3,1.002,0,18.26462,,3.13,78.64,2311.92,34.214,5.83,2310.12
591,32.95532,-117.3086,0.075,0,0.72,22.56,2,481.5,0.01,0.72,233.9859,,0.28,1.94,2246.58,33.645,22.57,2003.63
592,33.41782,-117.90867,0,33.3,0,7.9,323,142,0.604,0,41.3247,,2.68,50.71,2286.98,34.214,7.94,2266.24
593,34.31628,-120.80113,0.229,9.7,0.09,12.48,2,257.9,0.005,0.09,241.7261,,1.01,13.93,2237.62,33.565,12.48,2084.69
594,32.986666,-120.351666,0,38.5,0,6.22,521,113.7,0.81,0,12.61108,,3.09,75.6,2316.61,34.3148,6.27,2314.53
595,31.433333,-121.986667,0.16,0.6,0,14.5,96,323.2,0.339,0,246.2393,,0.35,3,2217.12,33.2333,14.51,2016.38
596,34.14528,-120.68388,0.07,0.4,0,15.23,2,309.3,0.006,0,257.977,,0.42,1.24,2243.65,33.593,15.23,2019.7
597,32.66247,-119.48342,0.01,0.1,0.02,17.41,2,361.1,0.007,0.02,242.1126,,0.32,1.26,2240.86,33.544,17.41,2008.54
598,34.2749,-120.02508,0.036,32.9,0,8.2,323,148.8,0.658,0,32.01,,2.84,54.6,2288.11,34.186,8.23,2274.43
599,33.823333,-118.63,0,29.5,0,9.13,231,160.1,0.48,0,63.08727,,2.39,37.8,2274.44,34.192,9.16,2237.65
600,34.2324,-120.97948,0.07,3,0.13,14.01,15,288.7,0.046,0.13,263.5852,,0.41,1.68,2238.57,33.548,14.01,2028.21
601,33.82,-118.64,0,32.9,0,8.22,322,144.4,0.69,0,44.37089,,2.63,48,2283.36,34.2314,8.25,2260.05
602,32.418333,-119.958333,0,0.1,0.1,16.5,30,358.9,0.114,0.1,250.2579,,0.28,0.8,2229.4,33.308,16.5,2003.4
603,34.15052,-121.14713,0.103,1.87,0.27,13.52,31,302.5,0.098,0.27,270.1575,,0.49,0.97,2225.5,33.24,13.52,2025.59
604,32.41808,-119.953,0.014,26.3,0.03,8.77,169,170.1,0.42,0.03,121.4026,,1.97,31.11,2255.54,33.965,8.79,2190.51
605,34.276666,-120.025,0,34.4,0.04,7.64,323,136.6,0.547,0.04,20.00886,,2.8,60.5,2293.98,34.2254,7.67,2291.6
606,31.41507,-121.99767,0.01,33.9,0,7.34,324,143.4,0.781,0,67.38231,,2.61,50.71,2277.3,34.08,7.37,2248.96
607,32.41967,-119.95228,0,32.3,0,7.99,232,147.8,0.497,0,61.77431,,2.52,46.16,2282.74,34.128,8.01,2245.84
608,33.81555,-121.84499,0.044,0.7,0.07,17.84,3,382.4,0.012,0.07,259.0424,,0.38,0.72,2235.08,33.388,17.84,2012.76
609,34.44958,-120.52332,0.137,24.3,0.17,9.81,50,194,0.109,0.17,106.6367,,2,27.53,2247.65,33.827,9.82,2190.95
610,33.417,-117.911,0.03,1.3,0.11,14.22,2,291.7,0.006,0.11,271.4369,,0.34,2.03,2244.82,33.568,14.22,2027.45
611,33.488333,-122.551667,0.03,17,0,10.34,100,235.9,0.293,0,182.8823,,1.38,15,2216.94,33.3918,10.35,2114.56
612,33.488333,-119.323333,0,37.9,0,6.43,526,116.8,0.866,0,13.04631,,3.09,73.6,2315.77,34.3072,6.48,2309.6
613,33.82042,-121.84573,0.266,3.64,0.22,12.19,54,307.6,0.192,0.22,252.3038,,0.69,4.54,2198.62,32.84,12.2,2022.28
614,31.433333,-121.986667,0,31.7,0,7.33,323,148,0.803,0,98.31629,,2.25,45.7,2272.94,34.0093,7.36,2226.15
615,33.478333,-122.535,0,42,0,5.58,522,109.6,0.878,0,14.35005,,3.17,83.7,2318.92,34.2645,5.62,2319.871265
616,34.31327,-120.79398,0.107,2.14,0.22,13.56,2,302.5,0.006,0.22,263.6235,,0.51,1.6,2225.29,33.244,13.56,2026.45
617,32.8483,-117.52998,0.02,31.2,0.01,8.5,271,155.6,0.629,0.01,70.08827,,2.48,41.23,2273.44,34.128,8.53,2236.29
618,32.84588,-117.53122,0,0.2,2.75,20.02,2,416.5,0.008,2.75,239.5014,,0.32,2.39,2243.38,33.644,20.02,2012.25
619,33.48412,-122.53382,0.013,34.06,0,7.12,323,142.1,0.762,0,68.72,,2.58,52.19,2276.71,34.067,7.15,2252.98
620,34.15317,-121.14933,0.091,0.34,0.04,14.72,29,329.1,0.098,0.04,253.2327,,0.39,2.25,2220.83,33.196,14.72,2010.47
621,33.47,-122.495,0.01,0.1,0.07,16.27,2,360.3,0.007,0.07,252.88,,0.39,2.5,2224.4,33.2074,16.27,2001.35
622,34.44992,-120.52393,0.236,4.54,0.53,13.37,32,288.7,0.106,0.53,234.34,,0.69,5.36,2232.9,33.401,13.38,2063.8
623,32.41982,-119.9655,0.18,3.7,0.28,13.07,29,274.7,0.08,0.28,260.9327,,0.61,4.79,2232.43,33.498,13.07,2043.56
624,33.42173,-117.90127,0.04,30.4,0.07,8.8,233,153.6,0.471,0.07,51.33643,,2.58,41.67,2278.55,34.207,8.82,2245.75
625,33.828333,-118.625,0.01,36.5,0.01,6.85,522,122,0.93,0.01,14.78654,,3.07,68.2,2310.8,34.317,6.9,2306.71
626,34.15317,-121.14933,0.014,33.77,0.06,7.42,323,138.8,0.652,0.06,49.15321,,2.57,53.55,2284.44,34.156,7.45,2264.37
627,32.41513,-119.96142,0.011,28.82,0,8.02,233,158.9,0.602,0,115.7314,,2.14,37.91,2261.49,33.968,8.04,2205.73
628,32.81493,-123.90738,0.009,20.97,0.04,9.27,171,204.6,0.574,0.04,164.1035,,1.66,21.15,2230.22,33.602,9.28,2147.11
629,32.843333,-117.531667,0,36.8,0.03,7.03,521,123.8,0.905,0.03,14.7868,,2.99,64.9,2307.46,34.324,7.08,2301.52
630,34.15207,-121.15003,0.015,34.24,0,6.98,323,138.2,0.648,0,58.56,,2.67,55.76,2281.85,34.089,7.01,2262.86
631,33.82,-118.626667,0,27.1,0,9.59,102,182.8,0.233,0,90.95634,,2.13,30.7,2253.8,33.952,9.6,2205.1
632,32.81952,-123.90973,0.011,0,0,14.88,49,339.1,0.175,0,257.6159,,0.36,2.16,2217.89,33.119,14.89,2006.58
633,33.485,-122.541667,0,0.1,0,16.33,30,358.6,0.115,0,243.2813,,0.25,1.3,2225.2,33.262,16.33,1999.5
634,32.915,-118.945,0,27.1,0,9.35,101,180.1,0.247,0,102.7038,,2.05,30.2,2252.86,33.931,9.36,2197.85
635,33.418333,-117.905,0,27.2,0,9.47,171,175.2,0.416,0,88.77205,,2.18,32,2262.6,34.044,9.49,2209.3
636,33.828333,-118.625,0,29.8,0.02,8.91,318,151.6,0.655,0.02,49.59447,,2.56,42.4,2284.33,34.266,8.94,2252.67
637,34.318333,-120.8,0.18,18.2,0.2,10.81,50,226.8,0.127,0.2,170.6762,,1.53,18.6,2235.22,33.6052,10.82,2133.61
638,34.31582,-120.8065,0,34.5,0.06,7.46,323,133.9,0.551,0.06,31.31728,,2.87,57.37,2293.95,34.232,7.49,2279.05
639,31.418333,-121.998333,0,38.7,0,1.28,3550,45.5,2.775,0,125.1461,,2.72,174.5,2429.5,34.672,1.55,2350.7
640,34.27427,-120.03057,0.03,16.16,0.06,10.61,102,234.6,0.301,0.06,178.0898,,1.37,15.05,2224.94,33.467,10.62,2117.55
641,32.81403,-123.90517,0.007,0,0.01,15.77,53,353.4,0.196,0.01,253.2932,,0.33,1.75,2222.55,33.178,15.77,2001.59
642,33.488333,-119.323333,0,38.7,0.05,6.32,503,114,0.814,0.05,12.17625,,3.14,76.9,2317.29,34.3206,6.37,2317.45
643,33.48223,-122.53563,0.147,3.5,0.16,13.98,40,301.7,0.134,0.16,267.1042,,0.6,2.54,2231.16,33.379,13.99,2033.1
644,34.268333,-120.021667,0,31.3,0.03,9.12,171,157,0.337,0.03,36.98147,,2.58,42.6,2275.63,34.217,9.14,2258.52
645,33.82337,-118.629,0.01,37.9,0,6.4,519,116.3,0.948,0,11.30669,,3.09,75.04,2317.07,34.309,6.44,2312.79
646,32.65,-119.475,0.03,28.3,0,9.07,101,173.7,0.243,0,95.2995,,2.19,33.3,2255.92,33.9654,9.08,2207.24186
647,32.41513,-119.96142,0.152,15.46,0,10.79,110,240.5,0.372,0,180.7129,,1.36,15.43,2225.63,33.426,10.81,2112.99
648,33.823333,-118.631667,0,0,0,14.46,2,324.3,0.006,0,283.7313,,0.29,2.2,2225.9,33.1761,14.46,1987.13
649,32.843333,-117.533333,0.2,6.8,0.43,12.26,30,257.2,0.082,0.43,243.9002,,0.78,6.5,2314.39,33.5309,12.26,2066.13
650,34.15047,-121.14983,0.012,27.68,0.04,8.96,171,169,0.425,0.04,92.24737,,2.21,34.13,2261.39,34.013,8.98,2210.81
651,31.416667,-122.001667,0,0,0,18.95,2,413.3,0.008,0,238.185,,0.3,1.3,2225.5,33.319,18.95,2005.11
652,33.418333,-117.9,0.06,5.9,0,12.71,50,288.2,0.171,0,230.0349,,0.77,6.1,2216.75,33.2314,12.72,2054.63
653,34.32,-120.80682,0.01,24.4,0.01,9.4,101,194.6,0.235,0.01,133.6216,,1.9,25.58,2242.82,33.473,9.41,2174.24
654,33.421667,-117.915,0.06,1.6,0.05,14.36,30,309,0.109,0.05,272.7903,,0.41,1.9,2231.33,33.365,14.36,2017.64
655,33.48392,-122.53138,0.328,2,0.34,13.66,50,288.6,0.151,0.34,252.2546,,0.53,5.27,2231.08,33.467,13.66,2037.3
656,32.411667,-119.971667,0.11,2.8,0.05,13.35,3,306.8,0.009,0.05,259.7135,,0.49,4,2214.77,33.1186,13.35,2020.28
657,32.846666,-117.535,0,28.2,0.09,9.24,170,165.3,0.39,0.09,83.54178,,2.22,34.9,2267.97,34.1259,9.26,2218.58
658,34.318333,-120.8,0,30.7,0,8.79,231,157.8,0.445,0,62.65078,,2.42,40.1,2270.93,34.1618,8.81,2238.63
659,32.41082,-119.94582,0.041,0.2,0.17,14.25,50,310.7,0.157,0.17,254.9261,,0.36,2.73,2225.97,33.329,14.25,2015.25
660,32.848333,-117.531667,0,23.1,0,10.48,100,202,0.277,0,108.3854,,1.93,25,2253.12,33.8806,10.49,2182.03
661,34.49023,-120.92117,0.24,8.2,0.39,12.8,51,267.6,0.145,0.39,218.6609,,0.92,7.53,2238.25,33.532,12.8,2076.34
662,34.27427,-120.03057,0.294,5.43,0.02,13.13,50,292.2,0.171,0.02,229.1724,,0.77,6.83,2221.74,33.277,13.13,2055.36
663,33.82,-118.64,0,0,0,17.31,17,368.5,0.063,0,251.1556,,0.3,1.6,2231.33,33.421,17.31,1993.11
664,31.088333,-122.663333,0,38.7,0,1.29,3557,45.6,2.79,0,125.5807,,2.69,172.9,2431.41,34.6681,1.56,2351.4
665,33.821666,-118.628333,0.17,3.4,0.52,13.12,20,280.1,0.058,0.52,246.1362,,0.63,4.5,2234.35,33.4311,13.12,2047.99
666,33.48228,-122.53438,0,0,0.1,18.09,30,382.2,0.116,0.1,238.1064,,0.3,0.87,2237.36,33.477,18.1,2004.05
667,34.316667,-120.805,0,32.5,0,8.21,232,151.6,0.467,0,66.12739,,2.49,43.3,2274.8,34.1145,8.23,2242.01
668,32.84663,-117.5315,0.06,9.1,0,12.33,50,267.4,0.164,0,205.5933,,0.95,7.97,2224.71,33.415,12.33,2065.29
669,32.82037,-123.9004,0.003,30.7,0.21,7.81,232,152.5,0.548,0.21,92.66617,,2.4,41.47,2266.96,34.025,7.83,2222.62
670,32.81672,-123.9064,0,0,0.06,17.64,50,375.4,0.21,0.06,248.29,,0.25,2.1,2234.6,33.446,17.65,2002.99
671,31.988333,-122.388333,0,0.1,0.01,14.22,2,322.4,0.006,0.01,264.1133,,0.39,2.6,2221.31,33.1427,14.22,2001.76
672,31.428333,-121.981667,0.01,9,0,10.84,99,265.2,0.308,0,235.6409,,0.94,8.3,2207.09,33.111,10.85,2057.32
673,34.295,-120.831666,0.17,5.9,0.09,14.04,2,287,0.006,0.09,243.1052,,0.81,7.2,2243.91,33.5754,14.04,2052.44
674,31.99,-122.393333,0,40.3,0,5.69,519,116.8,1.045,0,26.0929,,3.05,80.5,2308.34,34.1806,5.73,2307.33
675,33.418333,-117.901667,0,24.2,0,9.88,172,191.7,0.463,0,117.9473,,1.95,26.7,2249.05,33.9063,9.9,2179.42
676,33.821667,-118.633333,0.34,19.4,0.48,10.87,50,227.3,0.132,0.48,148.4716,,1.56,16.8,2232.82,33.6123,10.88,2148.22
677,34.316666,-120.803333,0.08,1.3,0.02,13.39,1,292.2,0.003,0.02,277.9737,,0.46,5,2227.19,33.3305,13.39,2016.1
678,33.483333,-122.535,0,31.6,0,7.99,232,154,0.564,0,80.48603,,2.39,42.7,2265.4,34.051,8.01,2230.6
679,32.01,-122.393333,0.01,4.1,0.02,11.73,101,287.1,0.321,0.02,244.4065,,0.68,5.1,2204.31,33.0169,11.74,2035.69
680,32.418333,-119.968333,0.01,25,0,9.47,103,190.5,0.255,0,127.9583,,1.91,27.2,2244.7,33.833,9.48,2179.6
681,33.823333,-118.63,0,24.3,0,9.95,101,202,0.252,0,120.1382,,1.89,25.2,2241.25,33.766,9.96,2177.6
682,33.48392,-122.53138,0.025,0.1,0.11,14.61,2,306.7,0.006,0.11,260.5847,,0.36,3.49,2232.44,33.463,14.61,2016.84
683,33.418333,-117.908333,0.02,29.6,0,9,231,157.1,0.498,0,57.86451,,2.49,40.2,2278.64,34.2096,9.03,2242.147825
684,32.415,-119.95,0,25.9,0,9.44,174,179,0.45,0,108.3583,,2.02,30.1,2255.32,33.987,9.46,2193
685,34.16203,-121.15758,0.043,25.1,0.04,9.55,102,187.4,0.253,0.04,110.5452,,2.02,28.37,2247.13,33.868,9.56,2186.83
686,33.14857,-123.2225,0.029,27.26,0.14,8.95,171,172.9,0.475,0.14,101.3891,,2.16,32.25,2257.14,33.964,8.96,2202.5
687,33.418333,-117.905,0,33.6,0,8.18,322,142.1,0.65,0,33.05989,,2.73,48.9,2288.7,34.258,8.21,2271
688,33.41783,-117.90288,0.282,5.4,0.07,13.18,30,280.1,0.104,0.07,245.6998,,0.72,4.27,2230.55,33.445,13.18,2052.38
689,33.42067,-117.90133,0.033,17.7,0.03,10.71,101,225.1,0.287,0.03,152.8201,,1.52,17.3,2234.66,33.621,10.72,2141.55
690,32.65117,-119.48417,0.026,18.7,0.02,9.54,100,213.1,0.278,0.02,184.1457,,1.46,17.66,2228.59,33.523,9.55,2125.53
691,33.41308,-117.90933,0.01,25.7,0,9.59,170,185.1,0.442,0,104.7091,,2.12,29.52,2251.46,33.927,9.61,2193.25
692,33.49167,-122.53982,0.04,0.4,0.1,14.28,52,303.2,0.157,0.1,254.4707,,0.35,2.77,2233.84,33.452,14.29,2021.03
693,34.15253,-121.15268,0,34.6,0.05,7.55,322,137.9,0.625,0.05,39.14819,,2.75,53.53,2289.52,34.196,7.58,2270.53
694,34.316667,-120.811667,0,0.1,0.01,16.1,30,342.6,0.105,0.01,256.7549,,0.34,1.3,2232.2,33.408,16.1,2004.6
695,33.823333,-118.626667,0.55,9.4,0.2,12.59,30,281.9,0.1,0.2,211.7242,,0.94,7.1,2222.5,33.278,12.59,2075.4
696,32.915,-118.945,0,35.6,0,7.52,322,131.4,0.579,0,26.09717,,2.82,56.9,2296.77,34.271,7.55,2286.24
697,32.846667,-117.533333,0.08,0.9,0.39,14.04,30,308.1,0.093,0.39,253.1783,,0.42,2.3,2226.08,33.2998,14.04,2016.98
698,34.38503,-120.66553,0.08,38.1,0,6.3,449,119.5,0.805,0,18.26549,,3.12,75.33,2310.63,34.232,6.34,2307.72
699,32.81952,-123.90973,0.014,34.15,0,7.2,323,143.2,0.752,0,69.16572,,2.6,51.76,2277.07,34.048,7.23,2249.96
700,31.41382,-121.996,0.02,22.5,0,8.94,171,187.6,0.477,0,161.899,,1.68,24.46,2242.77,33.764,8.95,2152.59
701,33.82,-118.626667,0.14,21.5,0.01,10.3,51,219.1,0.135,0.01,140.6226,,1.71,21,2242,33.604,10.31,2154.6
702,34.275,-120.025,6.19,10,0,6.46,519,122.4,0.889,0,1.304707,,4.28,118.9,2348.1,34.243,6.51,2367.8
703,34.45118,-120.5247,0.22,1.66,0.17,15,30,323.9,0.102,0.17,241.0155,,0.53,4.49,2228.37,33.351,15,2028.63
704,32.418333,-119.958333,0,16.1,0.01,10.36,100,236.9,0.318,0.01,188.545,,1.29,13.7,2220.3,33.381,10.37,2108.6
705,34.27407,-120.02473,0.03,33.1,0.01,7.75,324,139.6,0.551,0.01,20.00939,,2.91,60.19,2290.3,34.211,7.78,2285.03
706,34.49023,-120.92117,0.02,33.7,0,7.69,323,140.6,0.619,0,43.49914,,2.69,50.77,2286.69,34.191,7.72,2270.93
707,33.42,-117.9,0,34.8,0.03,7.79,322,137,0.594,0.03,32.62327,,2.8,54.9,2291.3,34.258,7.82,2277.1
708,32.85,-117.531667,0,0,0.07,14.61,2,313.3,0.006,0.07,263.6528,,0.33,2.2,2230.2,33.3735,14.61,2008.7
709,32.41967,-119.95228,0,29,0,8.65,171,164.6,0.403,0,90.06778,,2.25,36.82,2266.58,34.021,8.67,2216.86
710,34.31582,-120.8065,0.13,7.9,0.75,12,15,247.3,0.037,0.75,257.8122,,0.86,7.23,2246.06,33.596,12,2075.29
711,33.47985,-122.53081,0.051,1.14,0.04,12.52,50,302.7,0.135,0.04,253.163,,0.45,2.79,2219.41,33.153,12.53,2017.22
712,33.823333,-118.628333,0.01,23.3,0,9.85,101,204.4,0.26,0,129.7177,,1.86,24.1,2240.64,33.7095,9.86,2169.04
713,32.418333,-119.958333,0,27.1,0,8.85,171,172.3,0.456,0,114.4432,,2.01,31.2,2255.9,33.953,8.87,2195.3
714,33.82407,-118.62738,0.009,0.05,0.01,16.76,2,360.5,0.007,0.01,246.3405,,0.32,1.98,2233.16,33.354,16.76,2003.48
715,32.41813,-119.96012,0.01,28,0,8.65,170,167.6,0.416,0,105.2999,,2.1,33.39,2255.7,33.96,8.67,2201.9
716,32.411667,-119.971667,0,28,0,9.13,172,171.8,0.411,0,93.99073,,2.13,33.7,2261.8,34.0132,9.15,2208.81
717,33.418333,-117.908333,0,38.8,0,6.34,520,116.9,0.873,0,13.48123,,2.98,74.7,2309.66,34.2757,6.39,2309.93
718,34.27582,-120.02328,0.02,0,0,16.3,10,332.1,0.033,0,255.857,,0.33,0.47,2250.65,33.603,16.3,2002.96
719,33.821666,-118.628333,0.01,25.3,0.01,10.05,102,190.5,0.239,0.01,99.23283,,1.99,26.8,2251.85,33.9373,10.06,2192.88
720,34.38503,-120.66553,0.23,5.7,0.51,13.61,30,283.3,0.091,0.51,227.8458,,0.76,5.78,2235.82,33.522,13.61,2057.72
721,32.84228,-117.53622,0.008,38.8,0,6.42,519,117.5,0.894,0,13.91609,,3.17,73.67,2315.37,34.297,6.47,2311.33
722,32.913333,-118.926667,0.07,0.2,0,15.44,50,326.5,0.165,0,247.5583,,0.36,2.9,2235,33.4463,15.45,2012.4
723,33.821666,-118.628333,0,27.1,0,9.48,172,169.5,0.405,0,80.93449,,2.21,33.8,2267.75,34.1158,9.5,2217.55
724,32.421667,-119.96,0.01,23.9,0,9.65,100,195.3,0.273,0,136.2345,,1.84,24.9,2243.1,33.7822,9.66,2167.94
725,32.99,-120.346666,0.01,16.2,0.08,9.99,101,229.9,0.292,0.08,195.0627,,1.41,17.4,2223.76,33.3863,10,2114.83
726,33.823333,-118.63,0.36,4.2,2.28,13.29,23,289.5,0.068,2.28,238.7534,,0.71,6.4,2235.48,33.3492,13.29,2046.33
727,32.81403,-123.90517,0.008,29.58,0,7.78,232,154.5,0.579,0,109.2003,,2.15,40.24,2266.06,33.994,7.8,2212.53
728,34.32,-120.798333,0.01,24.3,0,9.3,103,185.1,0.24,0,123.5991,,1.9,27.8,2247.27,33.8483,9.31,2183.21
729,34.2775,-120.05032,0.04,29.9,0.07,9.02,101,162.3,0.179,0.07,61.34992,,2.38,39.23,2269.32,34.102,9.03,2235.28
730,33.8895,-118.4925,0.375,1.9,0.62,14.69,2,306.2,0.006,0.62,247.075,,0.49,4.5,2239.03,33.495,14.69,2031.18
731,33.42318,-117.90352,0.014,24.4,0.04,10.16,171,182.9,0.446,0.04,83.99154,,2.2,29.87,2263.5,34.091,10.18,2208.7
732,33.41782,-117.90867,0.07,0.8,0.17,13.44,2,280.6,0.006,0.17,261.3864,,0.4,1.59,2231.37,33.512,13.44,2023.16
733,32.8451,-117.53172,0.009,0,0.06,16.8,27,359.7,0.097,0.06,243.7202,,0.32,1.93,2233.42,33.388,16.8,2004.47
734,32.42103,-119.96358,0.078,1.1,1.49,14.49,47,309.9,0.158,1.49,242.7228,,0.5,1.71,2233.68,33.404,14.49,2035.26
735,33.82042,-121.84573,0,32.82,0.18,8.11,323,143.8,0.671,0.18,39.58537,,2.72,48.91,2285.47,34.222,8.14,2264.53
736,32.843333,-117.533333,0,0.1,0.02,20.78,2,440.2,0.009,0.02,281.45,,0.19,0.2,2248.09,33.5721,20.78,1948.85
737,32.848333,-117.531667,0.44,7.4,0.08,12.61,50,276.3,0.158,0.08,214.3247,,0.9,8.2,2222.69,33.3658,12.62,2070.87
738,33.82,-118.626667,0.03,31.2,0,8.64,231,149.9,0.443,0,46.54925,,2.56,44.7,2280.1,34.233,8.66,2254.5
739,33.82253,-118.62812,0.002,26,0.08,10.06,170,185.7,0.429,0.08,83.99391,,2.19,29.87,2260.34,34.029,10.08,2210.03
740,34.271667,-120.023333,0,34.3,0,8.23,322,147.4,0.675,0,20.88105,,2.79,53.1,2282.28,34.1991,8.26,2278.82
741,32.416667,-119.956667,0.17,2.4,1.03,13.92,31,299,0.093,1.03,257.0761,,0.55,2.2,2231.39,33.3972,13.92,2027.724279
742,33.14198,-123.2209,0.009,0,0,15.42,25,352.9,0.089,0,254.1666,,0.34,2.07,2214.48,33.058,15.42,2003.61
743,33.82337,-118.629,0.03,24.2,0,9.91,171,196.9,0.452,0,107.9425,,1.97,26.78,2242.61,33.84,9.93,2186.09
744,33.82217,-118.626,0.03,24.7,0,9.71,101,192.6,0.24,0,113.1626,,1.97,27.04,2246.87,33.843,9.73,2183.9
745,33.14857,-123.2225,0.016,0.08,0.17,18.01,50,379.3,0.19,0.17,240.278,,0.28,1.17,2242.27,33.511,18.02,2005.65
746,33.81657,-121.8428,0.532,5.46,0.16,12.62,50,302.5,0.187,0.16,247.32,,0.75,4.4,2213.93,33.025,12.62,2042.72
747,33.1494,-123.22062,0.002,25.8,0.1,8.31,232,166.4,0.619,0.1,144.0224,,1.9,31.28,2256.26,33.938,8.33,2179.66
748,34.146667,-121.143333,0.16,12.6,0.33,11.6,45,256.4,0.12,0.33,252.608,,1.17,14.6,2226.56,33.3925,11.61,2111.27
749,32.845,-117.54,0,0.1,0.21,18.25,1,386.4,0.004,0.21,244.6614,,0.31,1.6,2237.55,33.4541,18.25,1996.87
750,31.41432,-121.99767,0,26.7,0.07,8.61,233,169.3,0.601,0.07,119.2244,,1.98,32.23,2256.78,33.954,8.63,2192.95
751,32.84588,-117.53122,0.011,28.9,0.29,9.64,232,157.5,0.49,0.29,35.67576,,2.57,39.34,2282.19,34.333,9.67,2255.39
752,32.65012,-119.4764,0.012,0,0,15.21,30,333.1,0.103,0,261.5244,,0.31,0.64,2229.45,33.28,15.22,2004.59
753,34.44952,-120.52363,0.179,22.18,0.12,9.8,62,204,0.133,0.12,137.118,,1.83,24.94,2238.06,33.689,9.8,2166.2
754,34.295,-120.831666,0,32.5,0,8.11,324,143.4,0.577,0,41.76039,,2.66,49.8,2286.05,34.2337,8.14,2262.83
755,33.823333,-118.63,0.6,10.8,0.04,11.97,30,264.9,0.089,0.04,214.3007,,1.02,8.4,2222.18,33.353,11.97,2084.59
756,34.318333,-120.803333,0,32.7,0,8.16,231,146.3,0.402,0,48.72279,,2.62,47.9,2281,34.184,8.18,2256.8
757,33.418333,-117.905,0,0.1,0,17.96,2,378.3,0.008,0,245.513,,0.26,0.4,2234.4,33.486,17.96,1991.2
758,32.8483,-117.52998,0.01,0,0.04,16.57,30,349.6,0.121,0.04,259.0399,,0.32,2.47,2232.99,33.447,16.57,2006.32
759,32.65117,-119.48417,0.097,0.9,0.11,14.21,30,307.8,0.095,0.11,253.1773,,0.43,2.78,2232.55,33.351,14.22,2020.88
760,32.81403,-123.90517,0.006,0,0.02,16.84,2,378,0.008,0.02,245.5123,,0.31,1.74,2221.53,33.139,16.84,1996.61
761,33.49167,-122.53982,0.01,0,0.04,14.28,2,308.8,0.006,0.04,259.283,,0.34,2.8,2227,33.352,14.28,2010.52
762,33.15023,-123.22093,0.012,24,0,8.94,171,190.8,0.523,0,145.67,,1.85,26.23,2242.01,33.729,8.96,2167.67
763,34.318333,-120.803333,0,40.3,0,5.68,521,116.9,0.782,0,23.91852,,3.07,80,2309.7,34.185,5.72,2307.9
764,32.84663,-117.5315,0.02,25.5,0,10.02,171,187.7,0.436,0,83.99571,,2.14,30.17,2257.85,33.992,10.04,2203.4
765,33.813333,-118.626667,0,25.3,0,9.87,173,186.5,0.451,0,102.2737,,2.06,29.2,2254.69,33.9766,9.89,2192.72
766,34.315,-120.813333,0.15,9,0.53,12.92,40,271,0.117,0.53,219.5406,,1.01,6.8,2236.81,33.517,12.93,2078.05
767,34.32,-120.79787,0.113,22.9,0.02,10.28,50,209.6,0.116,0.02,130.1611,,1.85,22.91,2236.76,33.705,10.29,2166.38
768,31.4183,-121.9898,0,34.4,0.03,7.06,323,139.7,0.714,0.03,62.63852,,2.61,53.65,2279.97,34.08,7.09,2256.93
769,31.41283,-121.99633,0.018,25.7,0.03,9,171,181.7,0.452,0.03,123.1576,,1.95,28.69,2247.24,33.859,9.02,2183.75
770,33.493333,-119.316666,0,0,0.14,20.53,2,439.3,0.009,0.14,249.5937,,0.22,2.7,2239.32,33.501,20.53,1983.76
771,31.416667,-122.001667,0,38.6,0,1.28,3549,45.2,2.733,0,125.5803,,2.63,171.8,2432.73,34.672,1.55,2350.82
